"","SITE","SITEVISITID","ISLAND","YearSinceDHW4","YearSinceDHW8"
"9900","KIN-00886",12489,NA,NA,NA
"9901","KIN-00892",12515,NA,NA,NA
"9902","KIN-00899",12483,NA,NA,NA
"9903","KIN-00901",12513,NA,NA,NA
"9904","KIN-00905",12495,NA,NA,NA
"9905","KIN-00908",12516,NA,NA,NA
"9906","KIN-00915",12517,NA,NA,NA
"9907","KIN-00918",12514,NA,NA,NA
"9908","KIN-05001",12512,NA,NA,NA
"9909","KUR-00706",10266,NA,NA,NA
"9910","KUR-00708",10247,NA,NA,NA
"9911","KUR-00714",10212,NA,NA,NA
"9912","KUR-00718",10215,NA,NA,NA
"9913","KUR-00725",10232,NA,NA,NA
"9914","KUR-00732",10268,NA,NA,NA
"9915","KUR-00734",10248,NA,NA,NA
"9916","KUR-00736",10216,NA,NA,NA
"9917","KUR-00741",10213,NA,NA,NA
"9918","KUR-00746",10217,NA,NA,NA
"9919","KUR-00748",10214,NA,NA,NA
"9920","KUR-00753",10267,NA,NA,NA
"9921","KUR-00754",10233,NA,NA,NA
"9922","KUR-00765",10218,NA,NA,NA
"9923","KUR-00770",10235,NA,NA,NA
"9924","KUR-00771",10249,NA,NA,NA
"9925","KUR-00779",10250,NA,NA,NA
"9926","KUR-00780",10251,NA,NA,NA
"9927","KUR-00781",10234,NA,NA,NA
"9928","KUR-04002",9116,NA,NA,NA
"9929","KUR-04003",9113,NA,NA,NA
"9930","KUR-04010",9114,NA,NA,NA
"9931","KUR-04011",9115,NA,NA,NA
"9932","KUR-04016",9118,NA,NA,NA
"9933","KUR-04017",9117,NA,NA,NA
"9934","KUR-04113",11341,NA,NA,NA
"9935","KUR-04115",11344,NA,NA,NA
"9936","KUR-04117",11342,NA,NA,NA
"9937","KUR-04130",11343,NA,NA,NA
"9938","LAN-01237",6267,NA,NA,NA
"9939","LAN-01246",6268,NA,NA,NA
"9940","LAN-01248",6248,NA,NA,NA
"9941","LAN-01254",6249,NA,NA,NA
"9942","LAN-01255",6266,NA,NA,NA
"9943","LAN-01263",6282,NA,NA,NA
"9944","LAN-01265",6292,NA,NA,NA
"9945","LAN-01269",6293,NA,NA,NA
"9946","LAN-01272",6294,NA,NA,NA
"9947","LAN-01284",6295,NA,NA,NA
"9948","LAN-01286",6284,NA,NA,NA
"9949","LAN-01300",6283,NA,NA,NA
"9950","LAN-01307",6247,NA,NA,NA
"9951","LAN-01311",6265,NA,NA,NA
"9952","LAN-01600",9706,NA,NA,NA
"9953","LAN-01618",9707,NA,NA,NA
"9954","LAN-01643",9709,NA,NA,NA
"9955","LAN-01648",9708,NA,NA,NA
"9956","LAN-01661",9920,NA,NA,NA
"9957","LAN-01662",9755,NA,NA,NA
"9958","LAN-01671",9917,NA,NA,NA
"9959","LAN-01679",9758,NA,NA,NA
"9960","LAN-01681",9921,NA,NA,NA
"9961","LAN-01684",9919,NA,NA,NA
"9962","LAN-01693",9757,NA,NA,NA
"9963","LAN-01695",9918,NA,NA,NA
"9964","LAN-01701",9756,NA,NA,NA
"9965","LAN-01721",9923,NA,NA,NA
"9966","LAN-01724",9922,NA,NA,NA
"9967","LAN-01767",13234,NA,NA,NA
"9968","LAN-01768",12916,NA,NA,NA
"9969","LAN-01783",13233,NA,NA,NA
"9970","LAN-01785",13235,NA,NA,NA
"9971","LAN-01788",12913,NA,NA,NA
"9972","LAN-01789",13232,NA,NA,NA
"9973","LAN-01795",12716,NA,NA,NA
"9974","LAN-01800",12912,NA,NA,NA
"9975","LAN-01809",13074,NA,NA,NA
"9976","LAN-01810",13071,NA,NA,NA
"9977","LAN-01811",13077,NA,NA,NA
"9978","LAN-01813",13075,NA,NA,NA
"9979","LAN-01814",12915,NA,NA,NA
"9980","LAN-01815",13073,NA,NA,NA
"9981","LAN-01816",12914,NA,NA,NA
"9982","LAN-01817",13076,NA,NA,NA
"9983","LAN-01818",13070,NA,NA,NA
"9984","LAN-01819",12717,NA,NA,NA
"9985","LAN-01823",13072,NA,NA,NA
"9986","LAN-01829",12917,NA,NA,NA
"9987","LAY-05002",9176,NA,NA,NA
"9988","LAY-05007",9177,NA,NA,NA
"9989","LAY-05008",9187,NA,NA,NA
"9990","LAY-05010",9188,NA,NA,NA
"9991","LAY-05016",9178,NA,NA,NA
"9992","LAY-05112",11396,NA,NA,NA
"9993","LAY-05120",11395,NA,NA,NA
"9994","LAY-05131",11267,NA,NA,NA
"9995","LAY-05142",11268,NA,NA,NA
"9996","LAY-05157",11269,NA,NA,NA
"9997","LAY-05177",11270,NA,NA,NA
"9998","LAY-05178",11397,NA,NA,NA
"9999","LIS-00755",10313,NA,NA,NA
"10000","LIS-00768",10317,NA,NA,NA
"10001","LIS-00778",10298,NA,NA,NA
"10002","LIS-00780",10284,NA,NA,NA
"10003","LIS-00783",10299,NA,NA,NA
"10004","LIS-00785",10286,NA,NA,NA
"10005","LIS-00795",10300,NA,NA,NA
"10006","LIS-00802",10319,NA,NA,NA
"10007","LIS-00804",10285,NA,NA,NA
"10008","LIS-00805",10287,NA,NA,NA
"10009","LIS-00810",10301,NA,NA,NA
"10010","LIS-00820",10316,NA,NA,NA
"10011","LIS-00823",10314,NA,NA,NA
"10012","LIS-00830",10315,NA,NA,NA
"10013","LIS-00834",10318,NA,NA,NA
"10014","LIS-00838",10320,NA,NA,NA
"10015","LIS-04002",7328,NA,NA,NA
"10016","LIS-04005",7340,NA,NA,NA
"10017","LIS-04008",7341,NA,NA,NA
"10018","LIS-04014",7327,NA,NA,NA
"10019","LIS-04019",7360,NA,NA,NA
"10020","LIS-04020",7342,NA,NA,NA
"10021","LIS-04029",7326,NA,NA,NA
"10022","LIS-04035",7359,NA,NA,NA
"10023","LIS-04042",7343,NA,NA,NA
"10024","LIS-04067",7361,NA,NA,NA
"10025","LIS-04103",9145,NA,NA,NA
"10026","LIS-04105",9171,NA,NA,NA
"10027","LIS-04110",9150,NA,NA,NA
"10028","LIS-04115",9170,NA,NA,NA
"10029","LIS-04116",9152,NA,NA,NA
"10030","LIS-04117",9163,NA,NA,NA
"10031","LIS-04121",9164,NA,NA,NA
"10032","LIS-04124",9151,NA,NA,NA
"10033","LIS-04125",9162,NA,NA,NA
"10034","LIS-04128",9146,NA,NA,NA
"10035","LIS-04136",9161,NA,NA,NA
"10036","LIS-04307",11369,NA,NA,NA
"10037","LIS-04310",11383,NA,NA,NA
"10038","LIS-04312",11368,NA,NA,NA
"10039","LIS-04328",11382,NA,NA,NA
"10040","LIS-04332",11295,NA,NA,NA
"10041","LIS-04359",11297,NA,NA,NA
"10042","LIS-04367",11296,NA,NA,NA
"10043","LIS-04368",11384,NA,NA,NA
"10044","LIS-04373",11370,NA,NA,NA
"10045","LIS-04391",11298,NA,NA,NA
"10046","LIS-04393",11371,NA,NA,NA
"10047","MAI-00928",7448,NA,NA,NA
"10048","MAI-00928",7449,NA,NA,NA
"10049","MAI-00928",7450,NA,NA,NA
"10050","MAI-00929",7451,NA,NA,NA
"10051","MAI-00929",7452,NA,NA,NA
"10052","MAI-00929",7453,NA,NA,NA
"10053","MAI-00930",7454,NA,NA,NA
"10054","MAI-00930",7455,NA,NA,NA
"10055","MAI-00930",7456,NA,NA,NA
"10056","MAI-00931",7457,NA,NA,NA
"10057","MAI-00931",7458,NA,NA,NA
"10058","MAI-00931",7459,NA,NA,NA
"10059","MAI-00932",7460,NA,NA,NA
"10060","MAI-00932",7461,NA,NA,NA
"10061","MAI-00932",7462,NA,NA,NA
"10062","MAI-00933",7468,NA,NA,NA
"10063","MAI-00933",7469,NA,NA,NA
"10064","MAI-00933",7470,NA,NA,NA
"10065","MAI-00934",9201,NA,NA,NA
"10066","MAI-00934",9202,NA,NA,NA
"10067","MAI-00934",9203,NA,NA,NA
"10068","MAI-00934",9204,NA,NA,NA
"10069","MAI-00935",9205,NA,NA,NA
"10070","MAI-00935",9206,NA,NA,NA
"10071","MAI-00935",9224,NA,NA,NA
"10072","MAI-00935",9225,NA,NA,NA
"10073","MAI-00936",9207,NA,NA,NA
"10074","MAI-00936",9208,NA,NA,NA
"10075","MAI-00936",9209,NA,NA,NA
"10076","MAI-00937",9210,NA,NA,NA
"10077","MAI-00937",9213,NA,NA,NA
"10078","MAI-00937",9214,NA,NA,NA
"10079","MAI-00938",9215,NA,NA,NA
"10080","MAI-00938",9216,NA,NA,NA
"10081","MAI-00938",9217,NA,NA,NA
"10082","MAI-00939",9219,NA,NA,NA
"10083","MAI-00939",9222,NA,NA,NA
"10084","MAI-00939",9223,NA,NA,NA
"10085","MAI-01443",6038,NA,NA,NA
"10086","MAI-01449",5922,NA,NA,NA
"10087","MAI-01478",6039,NA,NA,NA
"10088","MAI-01488",6035,NA,NA,NA
"10089","MAI-01502",6037,NA,NA,NA
"10090","MAI-01567",6034,NA,NA,NA
"10091","MAI-01571",6036,NA,NA,NA
"10092","MAI-01587",5920,NA,NA,NA
"10093","MAI-02077",9655,NA,NA,NA
"10094","MAI-02104",9656,NA,NA,NA
"10095","MAI-02109",9658,NA,NA,NA
"10096","MAI-02115",9657,NA,NA,NA
"10097","MAI-02165",9641,NA,NA,NA
"10098","MAI-02178",9931,NA,NA,NA
"10099","MAI-02184",9643,NA,NA,NA
"10100","MAI-02188",9642,NA,NA,NA
"10101","MAI-02192",9933,NA,NA,NA
"10102","MAI-02196",9934,NA,NA,NA
"10103","MAI-02206",9932,NA,NA,NA
"10104","MAI-02278",9688,NA,NA,NA
"10105","MAI-02297",9689,NA,NA,NA
"10106","MAI-02307",9690,NA,NA,NA
"10107","MAI-02309",9691,NA,NA,NA
"10108","MAI-02459",12671,NA,NA,NA
"10109","MAI-02461",12635,NA,NA,NA
"10110","MAI-02466",12632,NA,NA,NA
"10111","MAI-02481",12636,NA,NA,NA
"10112","MAI-02483",12672,NA,NA,NA
"10113","MAI-02489",12633,NA,NA,NA
"10114","MAI-02502",12673,NA,NA,NA
"10115","MAI-02505",12634,NA,NA,NA
"10116","MAI-02515",12600,NA,NA,NA
"10117","MAI-02520",12612,NA,NA,NA
"10118","MAI-02527",12601,NA,NA,NA
"10119","MAI-02529",12622,NA,NA,NA
"10120","MAI-02530",12620,NA,NA,NA
"10121","MAI-02532",12613,NA,NA,NA
"10122","MAI-02534",12623,NA,NA,NA
"10123","MAI-02537",12602,NA,NA,NA
"10124","MAI-02541",12614,NA,NA,NA
"10125","MAI-02543",12621,NA,NA,NA
"10126","MAI-02544",12736,NA,NA,NA
"10127","MAI-02546",12739,NA,NA,NA
"10128","MAI-02567",12737,NA,NA,NA
"10129","MAI-02586",12738,NA,NA,NA
"10130","MAI-02664",13385,NA,NA,NA
"10131","MAI-02666",13374,NA,NA,NA
"10132","MAI-02685",13386,NA,NA,NA
"10133","MAI-02686",13387,NA,NA,NA
"10134","MAI-02706",13373,NA,NA,NA
"10135","MAI-02709",13375,NA,NA,NA
"10136","MAR-04016",9060,NA,NA,NA
"10137","MAR-04017",9062,NA,NA,NA
"10138","MAR-04030",9061,NA,NA,NA
"10139","MAR-04050",9051,NA,NA,NA
"10140","MAR-04052",9053,NA,NA,NA
"10141","MAR-04058",9052,NA,NA,NA
"10142","MAR-04059",9059,NA,NA,NA
"10143","MAR-04084",9069,NA,NA,NA
"10144","MAR-04097",9070,NA,NA,NA
"10145","MAR-04098",9071,NA,NA,NA
"10146","MAU-00533",7146,NA,NA,NA
"10147","MAU-00539",7065,NA,NA,NA
"10148","MAU-00541",7111,NA,NA,NA
"10149","MAU-00550",7110,NA,NA,NA
"10150","MAU-00551",7066,NA,NA,NA
"10151","MAU-00554",7133,NA,NA,NA
"10152","MAU-00557",7147,NA,NA,NA
"10153","MAU-00564",7132,NA,NA,NA
"10154","MAU-00571",7128,NA,NA,NA
"10155","MAU-00575",7127,NA,NA,NA
"10156","MAU-00584",7148,NA,NA,NA
"10157","MAU-00585",7154,NA,NA,NA
"10158","MAU-00586",7149,NA,NA,NA
"10159","MAU-00588",7129,NA,NA,NA
"10160","MAU-00593",7105,NA,NA,NA
"10161","MAU-00594",7155,NA,NA,NA
"10162","MAU-00596",7153,NA,NA,NA
"10163","MAU-00603",7064,NA,NA,NA
"10164","MAU-00604",7126,NA,NA,NA
"10165","MAU-00607",7104,NA,NA,NA
"10166","MAU-00612",7131,NA,NA,NA
"10167","MAU-00613",7109,NA,NA,NA
"10168","MAU-00838",11068,NA,NA,NA
"10169","MAU-00844",11084,NA,NA,NA
"10170","MAU-00848",11103,NA,NA,NA
"10171","MAU-00855",11126,NA,NA,NA
"10172","MAU-00868",11053,NA,NA,NA
"10173","MAU-00870",11104,NA,NA,NA
"10174","MAU-00884",11118,NA,NA,NA
"10175","MAU-00907",11090,NA,NA,NA
"10176","MAU-00910",11069,NA,NA,NA
"10177","MAU-00913",11121,NA,NA,NA
"10178","MAU-00918",11070,NA,NA,NA
"10179","MAU-00940",11085,NA,NA,NA
"10180","MAU-00944",11108,NA,NA,NA
"10181","MAU-00951",11127,NA,NA,NA
"10182","MAU-00952",11055,NA,NA,NA
"10183","MAU-00953",11119,NA,NA,NA
"10184","MAU-00955",11054,NA,NA,NA
"10185","MAU-00957",11105,NA,NA,NA
"10186","MAU-00984",11109,NA,NA,NA
"10187","MAU-00992",11110,NA,NA,NA
"10188","MAU-00994",11056,NA,NA,NA
"10189","MAU-00996",11106,NA,NA,NA
"10190","MAU-00997",11128,NA,NA,NA
"10191","MAU-00999",11129,NA,NA,NA
"10192","MAU-01000",11120,NA,NA,NA
"10193","MAU-01007",11087,NA,NA,NA
"10194","MAU-01012",11071,NA,NA,NA
"10195","MID-04018",7281,NA,NA,NA
"10196","MID-04041",7314,NA,NA,NA
"10197","MID-04048",7300,NA,NA,NA
"10198","MID-04051",7316,NA,NA,NA
"10199","MID-04056",7302,NA,NA,NA
"10200","MID-04063",7279,NA,NA,NA
"10201","MID-04070",7315,NA,NA,NA
"10202","MID-04072",7301,NA,NA,NA
"10203","MID-04087",7278,NA,NA,NA
"10204","MID-04088",7280,NA,NA,NA
"10205","MID-04093",7303,NA,NA,NA
"10206","MID-04134",9134,NA,NA,NA
"10207","MID-04139",9123,NA,NA,NA
"10208","MID-04165",9124,NA,NA,NA
"10209","MID-04167",9136,NA,NA,NA
"10210","MID-04168",9135,NA,NA,NA
"10211","MID-04170",9125,NA,NA,NA
"10212","MID-04184",9137,NA,NA,NA
"10213","MID-04189",9126,NA,NA,NA
"10214","MID-04356",11328,NA,NA,NA
"10215","MID-04363",11327,NA,NA,NA
"10216","MID-04383",11348,NA,NA,NA
"10217","MID-04386",11347,NA,NA,NA
"10218","MID-04410",11346,NA,NA,NA
"10219","MID-04423",11345,NA,NA,NA
"10220","MOL-01425",6235,NA,NA,NA
"10221","MOL-01427",6234,NA,NA,NA
"10222","MOL-01432",6231,NA,NA,NA
"10223","MOL-01435",6236,NA,NA,NA
"10224","MOL-01436",6233,NA,NA,NA
"10225","MOL-01437",6238,NA,NA,NA
"10226","MOL-01440",6232,NA,NA,NA
"10227","MOL-01444",6237,NA,NA,NA
"10228","MOL-01446",6060,NA,NA,NA
"10229","MOL-01447",6069,NA,NA,NA
"10230","MOL-01453",6070,NA,NA,NA
"10231","MOL-01456",6062,NA,NA,NA
"10232","MOL-01461",6061,NA,NA,NA
"10233","MOL-01487",6071,NA,NA,NA
"10234","MOL-01501",6201,NA,NA,NA
"10235","MOL-01502",6197,NA,NA,NA
"10236","MOL-01509",6202,NA,NA,NA
"10237","MOL-01510",6198,NA,NA,NA
"10238","MOL-01513",6199,NA,NA,NA
"10239","MOL-01514",6200,NA,NA,NA
"10240","MOL-01516",6203,NA,NA,NA
"10241","MOL-01939",9724,NA,NA,NA
"10242","MOL-01953",9725,NA,NA,NA
"10243","MOL-01977",9726,NA,NA,NA
"10244","MOL-01997",9741,NA,NA,NA
"10245","MOL-02036",9742,NA,NA,NA
"10246","MOL-02057",9743,NA,NA,NA
"10247","MOL-02099",9692,NA,NA,NA
"10248","MOL-02105",9696,NA,NA,NA
"10249","MOL-02115",9693,NA,NA,NA
"10250","MOL-02116",9695,NA,NA,NA
"10251","MOL-02126",9694,NA,NA,NA
"10252","MOL-02194",12776,NA,NA,NA
"10253","MOL-02197",12777,NA,NA,NA
"10254","MOL-02221",12761,NA,NA,NA
"10255","MOL-02227",12762,NA,NA,NA
"10256","MOL-02233",12763,NA,NA,NA
"10257","MOL-02240",12778,NA,NA,NA
"10258","MOL-02242",12764,NA,NA,NA
"10259","MOL-02254",12832,NA,NA,NA
"10260","MOL-02255",12863,NA,NA,NA
"10261","MOL-02260",12836,NA,NA,NA
"10262","MOL-02263",12861,NA,NA,NA
"10263","MOL-02265",12835,NA,NA,NA
"10264","MOL-02266",12833,NA,NA,NA
"10265","MOL-02275",12862,NA,NA,NA
"10266","MOL-02276",12864,NA,NA,NA
"10267","MOL-02280",12834,NA,NA,NA
"10268","MOL-02283",12837,NA,NA,NA
"10269","MOL-02286",12823,NA,NA,NA
"10270","MOL-02291",12821,NA,NA,NA
"10271","MOL-02300",12822,NA,NA,NA
"10272","MOL-02306",12824,NA,NA,NA
"10273","NII-01193",6088,NA,NA,NA
"10274","NII-01215",6089,NA,NA,NA
"10275","NII-01219",6106,NA,NA,NA
"10276","NII-01224",6129,NA,NA,NA
"10277","NII-01225",6145,NA,NA,NA
"10278","NII-01227",6146,NA,NA,NA
"10279","NII-01231",6107,NA,NA,NA
"10280","NII-01235",6130,NA,NA,NA
"10281","NII-01251",6147,NA,NA,NA
"10282","NII-01254",6131,NA,NA,NA
"10283","NII-01255",6132,NA,NA,NA
"10284","NII-01272",6091,NA,NA,NA
"10285","NII-01275",6148,NA,NA,NA
"10286","NII-01284",6109,NA,NA,NA
"10287","NII-01290",6149,NA,NA,NA
"10288","NII-01302",6108,NA,NA,NA
"10289","NII-01303",6090,NA,NA,NA
"10290","NII-01694",9819,NA,NA,NA
"10291","NII-01719",9822,NA,NA,NA
"10292","NII-01726",9820,NA,NA,NA
"10293","NII-01736",9821,NA,NA,NA
"10294","NII-01745",9823,NA,NA,NA
"10295","NII-02504",13144,NA,NA,NA
"10296","NII-02547",13146,NA,NA,NA
"10297","NII-02552",13145,NA,NA,NA
"10298","NII-02559",13147,NA,NA,NA
"10299","NII-02572",13177,NA,NA,NA
"10300","NII-02580",13180,NA,NA,NA
"10301","NII-02583",13179,NA,NA,NA
"10302","NII-02584",13178,NA,NA,NA
"10303","NII-02594",13148,NA,NA,NA
"10304","OAH-01378",6418,NA,NA,NA
"10305","OAH-01380",6415,NA,NA,NA
"10306","OAH-01401",6419,NA,NA,NA
"10307","OAH-01407",6416,NA,NA,NA
"10308","OAH-01419",6407,NA,NA,NA
"10309","OAH-01427",6404,NA,NA,NA
"10310","OAH-01428",6420,NA,NA,NA
"10311","OAH-01435",6417,NA,NA,NA
"10312","OAH-01436",6451,NA,NA,NA
"10313","OAH-01442",6447,NA,NA,NA
"10314","OAH-01457",6405,NA,NA,NA
"10315","OAH-01458",6408,NA,NA,NA
"10316","OAH-01462",6450,NA,NA,NA
"10317","OAH-01466",6448,NA,NA,NA
"10318","OAH-01468",6406,NA,NA,NA
"10319","OAH-01485",6409,NA,NA,NA
"10320","OAH-01490",6452,NA,NA,NA
"10321","OAH-01494",6449,NA,NA,NA
"10322","OAH-01508",6179,NA,NA,NA
"10323","OAH-01509",6176,NA,NA,NA
"10324","OAH-01529",6177,NA,NA,NA
"10325","OAH-01537",6180,NA,NA,NA
"10326","OAH-01543",6178,NA,NA,NA
"10327","OAH-01558",6181,NA,NA,NA
"10328","OAH-01560",6457,NA,NA,NA
"10329","OAH-01562",6391,NA,NA,NA
"10330","OAH-01564",6453,NA,NA,NA
"10331","OAH-01570",6460,NA,NA,NA
"10332","OAH-01572",6392,NA,NA,NA
"10333","OAH-01579",6456,NA,NA,NA
"10334","OAH-01584",6458,NA,NA,NA
"10335","OAH-01585",6402,NA,NA,NA
"10336","OAH-01586",6403,NA,NA,NA
"10337","OAH-01587",6393,NA,NA,NA
"10338","OAH-01594",6455,NA,NA,NA
"10339","OAH-01595",6459,NA,NA,NA
"10340","OAH-01602",6454,NA,NA,NA
"10341","OAH-01604",6390,NA,NA,NA
"10342","OAH-01629",6401,NA,NA,NA
"10343","OAH-01910",6400,NA,NA,NA
"10344","OAH-01999",6394,NA,NA,NA
"10345","OAH-02518",10062,NA,NA,NA
"10346","OAH-02521",10064,NA,NA,NA
"10347","OAH-02538",10066,NA,NA,NA
"10348","OAH-02556",10065,NA,NA,NA
"10349","OAH-02564",10063,NA,NA,NA
"10350","OAH-02569",10092,NA,NA,NA
"10351","OAH-02588",10021,NA,NA,NA
"10352","OAH-02594",10005,NA,NA,NA
"10353","OAH-02597",10007,NA,NA,NA
"10354","OAH-02605",10006,NA,NA,NA
"10355","OAH-02621",10022,NA,NA,NA
"10356","OAH-02643",10020,NA,NA,NA
"10357","OAH-02650",10073,NA,NA,NA
"10358","OAH-02667",10076,NA,NA,NA
"10359","OAH-02687",10074,NA,NA,NA
"10360","OAH-02729",10075,NA,NA,NA
"10361","OAH-02739",10077,NA,NA,NA
"10362","OAH-02749",10019,NA,NA,NA
"10363","OAH-02758",10030,NA,NA,NA
"10364","OAH-02766",10033,NA,NA,NA
"10365","OAH-02781",10031,NA,NA,NA
"10366","OAH-02794",10032,NA,NA,NA
"10367","OAH-02796",10034,NA,NA,NA
"10368","OAH-02810",9976,NA,NA,NA
"10369","OAH-02814",9991,NA,NA,NA
"10370","OAH-02817",9978,NA,NA,NA
"10371","OAH-02833",9979,NA,NA,NA
"10372","OAH-02843",10008,NA,NA,NA
"10373","OAH-02846",9977,NA,NA,NA
"10374","OAH-02858",9993,NA,NA,NA
"10375","OAH-02906",9994,NA,NA,NA
"10376","OAH-02909",9992,NA,NA,NA
"10377","OAH-03000",13257,NA,NA,NA
"10378","OAH-03051",13284,NA,NA,NA
"10379","OAH-03052",13301,NA,NA,NA
"10380","OAH-03057",13283,NA,NA,NA
"10381","OAH-03065",13302,NA,NA,NA
"10382","OAH-03078",13339,NA,NA,NA
"10383","OAH-03084",13340,NA,NA,NA
"10384","OAH-03087",13341,NA,NA,NA
"10385","OAH-03088",13342,NA,NA,NA
"10386","OAH-03110",13312,NA,NA,NA
"10387","OAH-03112",13316,NA,NA,NA
"10388","OAH-03122",13282,NA,NA,NA
"10389","OAH-03232",13314,NA,NA,NA
"10390","OAH-03233",13313,NA,NA,NA
"10391","OAH-03234",13317,NA,NA,NA
"10392","OAH-03235",13281,NA,NA,NA
"10393","OAH-03242",13315,NA,NA,NA
"10394","OAH-03243",13318,NA,NA,NA
"10395","OAH-03259",13352,NA,NA,NA
"10396","OAH-03262",13252,NA,NA,NA
"10397","OAH-03265",13355,NA,NA,NA
"10398","OAH-03267",13254,NA,NA,NA
"10399","OAH-03272",13253,NA,NA,NA
"10400","OAH-03279",13295,NA,NA,NA
"10401","OAH-03282",13258,NA,NA,NA
"10402","OAH-03284",13357,NA,NA,NA
"10403","OAH-03286",13255,NA,NA,NA
"10404","OAH-03288",13356,NA,NA,NA
"10405","OAH-03292",13354,NA,NA,NA
"10406","OAH-03293",13256,NA,NA,NA
"10407","OAH-03296",13259,NA,NA,NA
"10408","OAH-03301",13353,NA,NA,NA
"10409","OAH-04000",13293,NA,NA,NA
"10410","OAH-04001",13294,NA,NA,NA
"10411","OAH-04002",13303,NA,NA,NA
"10412","OFU-00651",8564,NA,NA,NA
"10413","OFU-00652",8488,NA,NA,NA
"10414","OFU-00655",8344,NA,NA,NA
"10415","OFU-00660",8539,NA,NA,NA
"10416","OFU-00661",8574,NA,NA,NA
"10417","OFU-00667",8557,NA,NA,NA
"10418","OFU-00669",8328,NA,NA,NA
"10419","OFU-00672",8555,NA,NA,NA
"10420","OFU-00686",8484,NA,NA,NA
"10421","OFU-00692",8566,NA,NA,NA
"10422","OFU-00694",8489,NA,NA,NA
"10423","OFU-00700",8491,NA,NA,NA
"10424","OFU-00706",8540,NA,NA,NA
"10425","OFU-00710",8556,NA,NA,NA
"10426","OFU-00712",8565,NA,NA,NA
"10427","OFU-00715",8485,NA,NA,NA
"10428","OFU-00720",8486,NA,NA,NA
"10429","OFU-00721",8330,NA,NA,NA
"10430","OFU-00722",8345,NA,NA,NA
"10431","OFU-00728",8329,NA,NA,NA
"10432","OFU-00740",8577,NA,NA,NA
"10433","OFU-00743",8575,NA,NA,NA
"10434","OFU-00744",8347,NA,NA,NA
"10435","OFU-00750",8346,NA,NA,NA
"10436","OFU-00751",8490,NA,NA,NA
"10437","OFU-00760",8576,NA,NA,NA
"10438","OFU-00761",8487,NA,NA,NA
"10439","OFU-00764",8331,NA,NA,NA
"10440","OFU-00765",8541,NA,NA,NA
"10441","OFU-00781",8567,NA,NA,NA
"10442","OFU-00789",8558,NA,NA,NA
"10443","OFU-00982",12015,NA,NA,NA
"10444","OFU-00985",11993,NA,NA,NA
"10445","OFU-00987",11972,NA,NA,NA
"10446","OFU-00995",11997,NA,NA,NA
"10447","OFU-01000",11992,NA,NA,NA
"10448","OFU-01004",11974,NA,NA,NA
"10449","OFU-01010",11983,NA,NA,NA
"10450","OFU-01013",12014,NA,NA,NA
"10451","OFU-01014",11973,NA,NA,NA
"10452","OFU-01024",11984,NA,NA,NA
"10453","OFU-01031",11994,NA,NA,NA
"10454","OFU-01033",11995,NA,NA,NA
"10455","OFU-01034",11998,NA,NA,NA
"10456","OFU-01045",11975,NA,NA,NA
"10457","OFU-01047",11996,NA,NA,NA
"10458","OFU-01049",11982,NA,NA,NA
"10459","OFU-01051",12012,NA,NA,NA
"10460","PAG-00506",6958,NA,NA,NA
"10461","PAG-00507",6957,NA,NA,NA
"10462","PAG-00510",6959,NA,NA,NA
"10463","PAG-00525",6905,NA,NA,NA
"10464","PAG-00532",6920,NA,NA,NA
"10465","PAG-00547",6952,NA,NA,NA
"10466","PAG-00548",6904,NA,NA,NA
"10467","PAG-00553",6954,NA,NA,NA
"10468","PAG-00555",6903,NA,NA,NA
"10469","PAG-00556",6972,NA,NA,NA
"10470","PAG-00557",6918,NA,NA,NA
"10471","PAG-00562",6953,NA,NA,NA
"10472","PAG-00573",6951,NA,NA,NA
"10473","PAG-00575",6917,NA,NA,NA
"10474","PAG-00577",6919,NA,NA,NA
"10475","PAG-00588",6960,NA,NA,NA
"10476","PAG-00609",6973,NA,NA,NA
"10477","PAG-00617",6902,NA,NA,NA
"10478","PAG-00821",11153,NA,NA,NA
"10479","PAG-00836",10954,NA,NA,NA
"10480","PAG-00840",10950,NA,NA,NA
"10481","PAG-00886",10926,NA,NA,NA
"10482","PAG-00891",10955,NA,NA,NA
"10483","PAG-00892",11154,NA,NA,NA
"10484","PAG-00899",11136,NA,NA,NA
"10485","PAG-00912",10927,NA,NA,NA
"10486","PAG-00916",10952,NA,NA,NA
"10487","PAG-00924",11137,NA,NA,NA
"10488","PAG-00975",10929,NA,NA,NA
"10489","PAG-00982",10951,NA,NA,NA
"10490","PAG-00997",11138,NA,NA,NA
"10491","PAG-01006",10928,NA,NA,NA
"10492","PAG-01019",10956,NA,NA,NA
"10493","PAG-01025",10957,NA,NA,NA
"10494","PAG-01037",10953,NA,NA,NA
"10495","PAG-01046",11139,NA,NA,NA
"10496","PAG-01066",11155,NA,NA,NA
"10497","PAL-00613",8857,NA,NA,NA
"10498","PAL-00620",8854,NA,NA,NA
"10499","PAL-00621",8880,NA,NA,NA
"10500","PAL-00630",8855,NA,NA,NA
"10501","PAL-00648",8923,NA,NA,NA
"10502","PAL-00660",8889,NA,NA,NA
"10503","PAL-00666",8920,NA,NA,NA
"10504","PAL-00671",8902,NA,NA,NA
"10505","PAL-00677",8893,NA,NA,NA
"10506","PAL-00689",8834,NA,NA,NA
"10507","PAL-00690",8795,NA,NA,NA
"10508","PAL-00692",8891,NA,NA,NA
